fullvisitorId,visitNumber,customerPath,eventCount
0367699875055542808,6,"Landing,basket,store,productbrowse,yourinfo,payment,revieworder,ordercomplete",8
0372741889888882659,1,"Landing,store,basket,myaccount,search,yourinfo,payment,revieworder,ordercomplete",9
0376394056092189113,3,"Landing,productbrowse,basket,productpage,singin,yourinfo,payment,revieworder,ordercomplete",9
0376394056092189113,5,"Landing,basket,store,singin,myaccount,productbrowse,yourinfo,payment,revieworder,ordercomplete",10
0389488682405584834,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,home,revieworder,ordercomplete",12
039400440658825933,3,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,home,ordercomplete",12
0396718069117936487,1,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
0405996727678488611,1,"Landing,productbrowse,basket,productpage,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
0429502726115959763,2,"Landing,basket,singin,productpage,register,store,yourinfo,payment,revieworder,ordercomplete",10
0456807427403774085,3,"Landing,productpage,basket,store,singin,yourinfo,payment,revieworder,ordercomplete",9
049618887282998852,1,"Landing,productbrowse,productpage,basket,home,singin,register,store,yourinfo,payment,ordercomplete",11
0500460722094613747,6,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
0507664246019057034,3,"Landing,basket,singin,register,store,productbrowse,productpage,yourinfo,payment,revieworder,ordercomplete",11
0509537543362594682,2,"Landing,productbrowse,productpage,storepolicies,basket,yourinfo,payment,revieworder,ordercomplete",9
051516119104547275,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
0531829155524217247,3,"Landing,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
0535797652559788641,2,"Landing,singin,register,store,myaccount,home,productpage,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",13
0546450430035162938,1,"Landing,productbrowse,productpage,basket,store,singin,register,yourinfo,payment,ordercomplete",10
0548744394505098293,1,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
0572135527461851083,1,"Landing,store,search,basket,productbrowse,home,singin,register,yourinfo,payment,revieworder,ordercomplete",12
057693500927581077,4,"Landing,productpage,search,basket,productbrowse,singin,yourinfo,payment,revieworder,ordercomplete",10
0600237702497948707,1,"Landing,productpage,home,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",9
0604314853571328266,1,"Landing,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
0608915197735218105,16,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
0608915197735218105,17,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
0633547848089854806,2,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
0640040708763897460,4,"Landing,store,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
0640433429877929929,5,"Landing,singin,basket,productbrowse,yourinfo,payment,revieworder,ordercomplete",8
0647701940544723891,6,"Landing,productpage,productbrowse,basket,home,singin,yourinfo,payment,revieworder,ordercomplete",10
0652202420147185334,2,"Landing,basket,store,productbrowse,singin,yourinfo,payment,revieworder,ordercomplete",9
0658019277799848735,2,"Landing,basket,store,productbrowse,home,yourinfo,payment,revieworder,ordercomplete",9
0663614479606200802,1,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
0668741043882663600,2,"Landing,productpage,singin,store,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",10
067475292701707948,5,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
0679581364401887394,2,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,storepolicies,ordercomplete",10
0696402585067597025,2,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,ordercomplete",10
0702289726935404752,2,"Landing,productpage,productbrowse,search,basket,yourinfo,payment,revieworder,ordercomplete",9
0743501820485430157,1,"Landing,productbrowse,home,search,basket,singin,yourinfo,payment,revieworder,ordercomplete",10
0747495245317338179,3,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
0763707560320645222,1,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
0774683549194942679,1,"Landing,productbrowse,basket,home,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
0779199793341944056,4,"Landing,basket,singin,store,myaccount,productbrowse,yourinfo,payment,revieworder,ordercomplete",10
0780253600713375371,10,"Landing,productbrowse,productpage,search,basket,singin,yourinfo,payment,revieworder,ordercomplete",10
0794644147217997845,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
0795389678082168807,4,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
081281456829886913,3,"Landing,singin,basket,yourinfo,productpage,productbrowse,payment,revieworder,ordercomplete",9
0842088345978971117,1,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
085319952392271706,1,"Landing,store,productpage,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",9
0853682097133967435,2,"Landing,productbrowse,productpage,basket,yourinfo,payment,home,revieworder,ordercomplete",9
0862593861789084986,2,"Landing,singin,store,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",9
0878293552935562825,3,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
0884726487864103521,1,"Landing,productbrowse,productpage,basket,singin,storepolicies,register,store,yourinfo,payment,revieworder,ordercomplete",12
0893919105830368772,4,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
0951967559171152344,1,"Landing,singin,store,productpage,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",10
0956108016718766611,1,"Landing,store,basket,productbrowse,singin,register,yourinfo,payment,ordercomplete",9
0967510812862831126,4,"Landing,home,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
0972673302515080474,3,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
0975931442450346746,2,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1005326553546138067,12,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
1025574386832469970,5,"Landing,store,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",8
1051896220301954151,6,"Landing,productpage,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1053771337658446740,2,"Landing,productbrowse,productpage,basket,yourinfo,storepolicies,payment,revieworder,home,ordercomplete",10
1063109698143249629,2,"Landing,store,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
107029174520648874,1,"Landing,productbrowse,productpage,basket,storepolicies,home,singin,register,store,payment,revieworder,ordercomplete",12
1081954083914922307,1,"Landing,singin,store,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",9
1090774782213816251,4,"Landing,productpage,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",8
109375183949292344,4,"Landing,store,productbrowse,productpage,basket,singin,register,yourinfo,payment,revieworder,ordercomplete",11
1140574847502258865,5,"Landing,singin,home,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",10
1152177248793735167,2,"Landing,singin,basket,yourinfo,payment,storepolicies,productpage,revieworder,ordercomplete",9
1152695544079009829,2,"Landing,basket,store,search,productbrowse,singin,yourinfo,payment,ordercomplete",9
1160204963389257110,7,"Landing,productpage,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",8
1164110348121511511,2,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
1166095149523935137,1,"Landing,register,store,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",9
1174647913878447921,2,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
1182675562893088634,4,"Landing,singin,store,basket,yourinfo,payment,revieworder,ordercomplete",8
1190814633327628141,5,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
1193832537421178696,5,"basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",8
1205098047899006231,7,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
120951074287268149,1,"Landing,productbrowse,basket,singin,register,productpage,store,yourinfo,payment,revieworder,ordercomplete",11
120951074287268149,2,"Landing,productbrowse,store,basket,productpage,yourinfo,payment,revieworder,ordercomplete",9
120951074287268149,4,"Landing,singin,basket,productbrowse,productpage,yourinfo,payment,revieworder,ordercomplete",9
1210036509049986390,2,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1216838692754057393,1,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
1247282406356396417,1,"Landing,productbrowse,home,basket,productpage,singin,storepolicies,register,store,yourinfo,payment,revieworder,ordercomplete",13
1255368394012652243,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
1255368394012652243,3,"Landing,singin,basket,yourinfo,payment,revieworder,ordercomplete",7
1280993661204347450,3,"Landing,productbrowse,basket,productpage,yourinfo,payment,revieworder,search,ordercomplete",9
1280993661204347450,5,"Landing,productbrowse,basket,home,productpage,yourinfo,store,payment,revieworder,ordercomplete",10
1288317908843556558,2,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
1311682260438379600,3,"Landing,store,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
1338601940113408411,1,"Landing,singin,store,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",10
1342741603893289943,1,"Landing,productbrowse,productpage,search,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",12
135731445166621856,5,"Landing,productbrowse,productpage,home,store,basket,yourinfo,payment,revieworder,ordercomplete",10
1383687428379664179,4,"Landing,productbrowse,store,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",10
1383949428914741700,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,ordercomplete",9
1392760476578326953,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
1393633173328801040,3,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
1413421667450087159,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
1424355572088327868,3,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
1424707127501880055,1,"Landing,singin,basket,yourinfo,payment,revieworder,ordercomplete",7
1442612237985610717,3,"Landing,productbrowse,search,basket,store,productpage,singin,register,yourinfo,payment,revieworder,ordercomplete",12
1452613891025216774,12,"Landing,search,basket,productbrowse,yourinfo,payment,revieworder,ordercomplete",8
1459050472203168026,4,"Landing,myaccount,basket,yourinfo,productbrowse,store,payment,ordercomplete",8
1459360539535171755,4,"Landing,productbrowse,productpage,basket,home,singin,yourinfo,myaccount,payment,revieworder,ordercomplete",11
1459959210477445011,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,myaccount,revieworder,ordercomplete",12
1465921528988606892,3,"Landing,productpage,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1468478016521432136,6,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
1470956649294061383,18,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
1476938238176225678,9,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
1476938238176225678,13,"Landing,productpage,basket,store,search,singin,yourinfo,payment,revieworder,ordercomplete",10
1501922563642798112,1,"home,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
15618322761092379,4,"Landing,productbrowse,productpage,singin,store,storepolicies,basket,yourinfo,payment,revieworder,ordercomplete",11
1563065767696461622,6,"Landing,productbrowse,store,basket,yourinfo,payment,revieworder,ordercomplete",8
157019484210987302,14,"productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
1573919593896895308,2,"Landing,productpage,home,productbrowse,search,basket,singin,yourinfo,payment,revieworder,ordercomplete",11
1575299870459163170,1,"Landing,productbrowse,search,basket,home,singin,yourinfo,payment,revieworder,ordercomplete",10
160370198171303042,2,"Landing,productbrowse,basket,productpage,home,singin,yourinfo,payment,revieworder,ordercomplete",10
163910434575936100,3,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,ordercomplete",10
1647919038367422597,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
165109760635455356,1,"Landing,basket,singin,store,productbrowse,yourinfo,payment,revieworder,ordercomplete",9
1656927552400476520,1,"Landing,productpage,home,basket,productbrowse,singin,yourinfo,payment,revieworder,ordercomplete",10
1665687379365770562,6,"Landing,store,productpage,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",9
1673188218512892503,1,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1675171647898452800,3,"Landing,productpage,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1675171647898452800,5,"Landing,productpage,basket,yourinfo,payment,revieworder,ordercomplete",7
1675608109098320028,2,"Landing,basket,productbrowse,productpage,yourinfo,payment,revieworder,ordercomplete",8
1677668617700674850,3,"Landing,productpage,productbrowse,basket,yourinfo,payment,revieworder,storepolicies,ordercomplete",9
1681975491896946073,5,"Landing,store,productbrowse,productpage,singin,basket,yourinfo,payment,revieworder,ordercomplete",10
16925875208939543,7,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
1693439860882386132,1,"Landing,search,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
1703470801983285779,1,"Landing,singin,register,store,myaccount,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",11
1712066703099487652,11,"Landing,singin,store,wishlist,productbrowse,productpage,storepolicies,basket,yourinfo,payment,revieworder,ordercomplete",12
1713847086511016991,1,"Landing,basket,productpage,home,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
1722480716347032461,3,"Landing,basket,productbrowse,singin,yourinfo,payment,revieworder,ordercomplete",8
1727715375435944327,4,"Landing,productbrowse,basket,productpage,home,singin,register,store,yourinfo,payment,revieworder,ordercomplete",12
1741172694620038876,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
1751309915031023278,6,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
1761084588077503545,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
1762540039573649288,2,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
1766574900434071803,1,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1774472718303082739,3,"Landing,store,productbrowse,basket,search,productpage,singin,register,yourinfo,payment,revieworder,ordercomplete",12
1785770568670204175,4,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1790630358090197146,2,"Landing,singin,store,productpage,wishlist,basket,productbrowse,home,yourinfo,payment,revieworder,ordercomplete",12
1804930412747691262,3,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
1835132804289989526,4,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
1835132804289989526,9,"Landing,productbrowse,basket,singin,productpage,yourinfo,payment,revieworder,ordercomplete",9
1842106171508051051,1,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,storepolicies,ordercomplete",9
186231215995844689,3,"Landing,revieworder,ordercomplete",3
1863054289029276927,6,"Landing,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
1868405397995157975,1,"Landing,productbrowse,store,home,basket,singin,register,productpage,yourinfo,payment,ordercomplete",11
1875268638592946287,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,ordercomplete",9
190492934318255272,3,"Landing,basket,singin,yourinfo,payment,revieworder,ordercomplete",7
1921325710867532207,4,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
1922510765164338251,1,"Landing,productbrowse,home,store,basket,storepolicies,singin,yourinfo,payment,revieworder,ordercomplete",11
1931486566224793189,3,"Landing,singin,register,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",10
1931723981901564088,1,"Landing,singin,myaccount,productbrowse,store,basket,yourinfo,payment,revieworder,ordercomplete",10
1947343681843355858,2,"Landing,basket,productbrowse,singin,yourinfo,payment,revieworder,ordercomplete",8
195434588004709231,1,"Landing,basket,store,productpage,productbrowse,singin,register,yourinfo,payment,revieworder,ordercomplete",11
1958192249642375634,1,"Landing,search,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
1958518504412290611,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
1973279275238171732,2,"Landing,productpage,home,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",12
1973770164859106217,2,"Landing,ordercomplete",2
1996186587769697436,2,"Landing,basket,productbrowse,singin,yourinfo,payment,revieworder,ordercomplete",8
1999942187402858600,2,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
2017396058039056855,1,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2024172620398136134,2,"Landing,productbrowse,basket,productpage,singin,register,store,yourinfo,payment,ordercomplete",10
2034812653909210223,2,"Landing,productbrowse,home,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",12
2049749565428127211,3,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
2084416927014276438,1,"Landing,productbrowse,basket,productpage,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
2105122376016897629,20,"Landing,basket,home,productbrowse,productpage,yourinfo,payment,revieworder,ordercomplete",9
2118556556010692812,3,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2122547835443026286,3,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
2134229956335427014,1,"Landing,productbrowse,basket,productpage,yourinfo,payment,revieworder,ordercomplete",8
2144335436738770147,3,"Landing,productbrowse,basket,singin,productpage,yourinfo,payment,revieworder,ordercomplete",9
2155115683587711916,1,"Landing,store,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",8
2158257269735455737,2,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
2158257269735455737,4,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
2158257269735455737,8,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2163555648381499404,1,"Landing,productbrowse,home,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",12
217143916288493658,1,"Landing,singin,register,basket,store,yourinfo,payment,revieworder,ordercomplete",9
2178459566193458788,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
2199373686188473715,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
22078954710203778,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
2219981041933608843,1,"Landing,productbrowse,productpage,store,basket,singin,yourinfo,payment,revieworder,ordercomplete",10
2224572703195879390,4,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2249724102559347990,5,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2256968435490294758,2,"Landing,productbrowse,productpage,basket,home,singin,yourinfo,payment,revieworder,ordercomplete",10
2264010855758956307,2,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,ordercomplete",9
2266837403735683845,6,"Landing,basket,singin,register,store,yourinfo,payment,ordercomplete",8
2271817805906914184,1,"Landing,search,basket,singin,yourinfo,payment,ordercomplete",7
2287406421504796570,9,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
2302897932992284309,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
2308631730639284715,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
2314697698664321051,1,"Landing,basket,singin,home,store,myaccount,productbrowse,yourinfo,payment,revieworder,ordercomplete",11
2338178303528914061,31,"Landing,productbrowse,store,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
2348681849763325965,6,"Landing,productbrowse,home,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
2352548628524812063,10,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
235352179583924900,1,"Landing,productbrowse,store,productpage,basket,storepolicies,singin,register,yourinfo,payment,revieworder,ordercomplete",12
2354405029601095288,2,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
2364782563241908647,1,"Landing,home,productbrowse,store,basket,singin,register,yourinfo,payment,revieworder,ordercomplete",11
2366243354794689639,4,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
2367296881084974931,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,ordercomplete",10
2377126524987232945,4,"Landing,store,productpage,singin,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",10
238925310298938861,6,"Landing,productbrowse,productpage,basket,yourinfo,payment,revieworder,ordercomplete",8
2396255136764683002,2,"Landing,productbrowse,productpage,basket,search,home,singin,register,store,yourinfo,payment,revieworder,ordercomplete",13
240359488343865855,7,"Landing,productpage,basket,home,search,store,yourinfo,payment,revieworder,ordercomplete",10
2426971819031028277,1,"Landing,productpage,basket,yourinfo,payment,revieworder,ordercomplete",7
2433182968898386515,1,"Landing,productbrowse,home,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",12
2438001988287339845,1,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2439011587487738686,1,"Landing,productbrowse,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
2440774884535248016,1,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2459432206617896206,1,"Landing,home,productbrowse,productpage,basket,singin,yourinfo,payment,ordercomplete",9
2491238829943520906,1,"Landing,productbrowse,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2494927659578259711,1,"Landing,productbrowse,store,basket,singin,register,yourinfo,payment,revieworder,ordercomplete",10
2522954230696043073,1,"Landing,basket,singin,register,store,yourinfo,payment,ordercomplete",8
2527677375017653674,2,"Landing,store,productbrowse,basket,productpage,yourinfo,payment,revieworder,ordercomplete",9
2533769468325451038,2,"Landing,productbrowse,basket,store,singin,register,yourinfo,payment,revieworder,ordercomplete",10
2551061282285178751,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,ordercomplete",9
2557544565676711160,2,"search,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",8
2584510701660360932,1,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
2590088265600782267,7,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
2610708601231231422,10,"Landing,productbrowse,basket,yourinfo,payment,revieworder,ordercomplete",7
2616271879571385041,3,"Landing,productbrowse,productpage,basket,singin,yourinfo,payment,revieworder,ordercomplete",9
261669143599587910,1,"Landing,productbrowse,home,productpage,basket,singin,register,store,yourinfo,payment,ordercomplete",11
2618807484848182971,6,"Landing,store,basket,storepolicies,singin,register,productbrowse,productpage,yourinfo,payment,revieworder,ordercomplete",12
2624131748689653933,5,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,productpage,revieworder,ordercomplete",11
262902792123089700,1,"Landing,productpage,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
2637714150350706913,1,"Landing,productpage,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",11
2638377830326163737,1,"Landing,productbrowse,basket,singin,register,store,yourinfo,payment,revieworder,ordercomplete",10
263896833266166939,1,"Landing,basket,store,productpage,search,singin,productbrowse,home,yourinfo,payment,revieworder,ordercomplete",12
2645557375569096181,5,"Landing,productpage,productbrowse,basket,home,singin,register,store,yourinfo,payment,revieworder,ordercomplete",12
