fullvisitorId,total_visitor_transactions,visitId,visitNumber,uniqueid,newCustomer,eventName,transactions,exited,eventNumber,eventTimeStamp,pagePath,completedVisitId,firstCompleteEvent
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,revieworder,1,0,10,"2022-11-02 17:01:09",/revieworder.html,1501549997,11
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,ordercomplete,1,0,11,"2022-11-02 17:01:10",/ordercompleted.html,1501549997,11
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,Landing,2,0,1,"2022-11-02 17:01:00",/home,1499123682,8
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,productbrowse,8,0,2,"2022-11-02 17:01:01",/google+redesign/apparel/mens/mens+t+shirts,1499123682,8
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,store,4,0,3,"2022-11-02 17:01:02",/store.html,1499123682,8
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,basket,4,0,4,"2022-11-02 17:01:03",/basket.html,1499123682,8
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,yourinfo,6,0,5,"2022-11-02 17:01:04",/yourinfo.html,1499123682,8
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,payment,6,0,6,"2022-11-02 17:01:05",/payment.html,1499123682,8
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,revieworder,4,0,7,"2022-11-02 17:01:06",/revieworder.html,1499123682,8
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,ordercomplete,4,0,8,"2022-11-02 17:01:07",/ordercompleted.html,1499123682,8
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,Landing,1,0,1,"2022-11-02 17:01:00",/google+redesign/drinkware/mugs+and+cups,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,productbrowse,6,0,2,"2022-11-02 17:01:01",/google+redesign/accessories/fun,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,search,2,0,3,"2022-11-02 17:01:02",/asearch.html,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,productpage,1,0,4,"2022-11-02 17:01:03",/google+redesign/bags/totes/google+travels+slim+utility+travel+bag.axd,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,basket,3,0,5,"2022-11-02 17:01:04",/basket.html,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,singin,2,0,6,"2022-11-02 17:01:05",/signin.html,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,yourinfo,1,0,7,"2022-11-02 17:01:06",/yourinfo.html,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,payment,1,0,8,"2022-11-02 17:01:07",/payment.html,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,revieworder,1,0,9,"2022-11-02 17:01:08",/revieworder.html,1500139462,10
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,ordercomplete,1,0,10,"2022-11-02 17:01:09",/ordercompleted.html,1500139462,10
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,Landing,2,0,1,"2022-11-02 17:01:00",/home,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,basket,4,0,2,"2022-11-02 17:01:01",/basket.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,singin,4,0,3,"2022-11-02 17:01:02",/signin.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,yourinfo,4,0,4,"2022-11-02 17:01:03",/yourinfo.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,payment,4,0,5,"2022-11-02 17:01:04",/payment.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,revieworder,4,0,6,"2022-11-02 17:01:05",/revieworder.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,ordercomplete,4,0,7,"2022-11-02 17:01:06",/ordercompleted.html,1500744389,7
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,Landing,1,0,1,"2022-11-02 17:01:00",/home,1501541991,8
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,productbrowse,7,0,2,"2022-11-02 17:01:01",/google+redesign/apparel/womens/womens+t+shirts,1501541991,8
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,basket,3,0,3,"2022-11-02 17:01:02",/basket.html,1501541991,8
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,singin,1,0,4,"2022-11-02 17:01:03",/signin.html,1501541991,8
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,yourinfo,1,0,5,"2022-11-02 17:01:04",/yourinfo.html,1501541991,8
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,payment,1,0,6,"2022-11-02 17:01:05",/payment.html,1501541991,8
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,revieworder,1,0,7,"2022-11-02 17:01:06",/revieworder.html,1501541991,8
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,ordercomplete,1,0,8,"2022-11-02 17:01:07",/ordercompleted.html,1501541991,8
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,Landing,1,0,1,"2022-11-02 17:01:00",/home,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,productbrowse,22,0,2,"2022-11-02 17:01:01",/google+redesign/bags/backpacks/home,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,productpage,8,0,3,"2022-11-02 17:01:02",/google+redesign/bags/backpacks/google+laptop+backpack.axd,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,basket,3,0,4,"2022-11-02 17:01:03",/basket.html,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,singin,1,0,5,"2022-11-02 17:01:04",/signin.html,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,register,1,0,6,"2022-11-02 17:01:05",/registersuccess.html,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,store,1,0,7,"2022-11-02 17:01:06",/store.html,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,yourinfo,2,0,8,"2022-11-02 17:01:07",/yourinfo.html,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,payment,1,0,9,"2022-11-02 17:01:08",/payment.html,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,revieworder,1,0,10,"2022-11-02 17:01:09",/revieworder.html,1501008172,11
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,ordercomplete,1,0,11,"2022-11-02 17:01:10",/ordercompleted.html,1501008172,11
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,Landing,1,0,1,"2022-11-02 17:01:00",/home,1499463211,8
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,productbrowse,4,0,2,"2022-11-02 17:01:01",/google+redesign/apparel/mens,1499463211,8
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,productpage,2,0,3,"2022-11-02 17:01:02",/google+redesign/apparel/men+s+google+performance+dry+full+zip+jacket+black.axd,1499463211,8
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,basket,1,0,4,"2022-11-02 17:01:03",/basket.html,1499463211,8
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,yourinfo,1,0,5,"2022-11-02 17:01:04",/yourinfo.html,1499463211,8
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,payment,1,0,6,"2022-11-02 17:01:05",/payment.html,1499463211,8
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,revieworder,1,0,7,"2022-11-02 17:01:06",/revieworder.html,1499463211,8
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,ordercomplete,1,0,8,"2022-11-02 17:01:07",/ordercompleted.html,1499463211,8
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,Landing,1,0,1,"2022-11-02 17:01:00",/home,1501245017,9
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,productbrowse,4,0,2,"2022-11-02 17:01:01",/google+redesign/bags/shopping+and+totes,1501245017,9
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,productpage,2,0,3,"2022-11-02 17:01:02",/google+redesign/bags/totes/collapsible+shopping+bag.axd,1501245017,9
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,basket,1,0,4,"2022-11-02 17:01:03",/basket.html,1501245017,9
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,singin,1,0,5,"2022-11-02 17:01:04",/signin.html,1501245017,9
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,yourinfo,1,0,6,"2022-11-02 17:01:05",/yourinfo.html,1501245017,9
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,payment,1,0,7,"2022-11-02 17:01:06",/payment.html,1501245017,9
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,revieworder,1,0,8,"2022-11-02 17:01:07",/revieworder.html,1501245017,9
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,ordercomplete,1,0,9,"2022-11-02 17:01:08",/ordercompleted.html,1501245017,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,Landing,1,0,1,"2022-11-02 17:01:00",/basket.html,1499923628,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,productbrowse,3,0,2,"2022-11-02 17:01:01",/google+redesign/apparel/mens/mens+t+shirts,1499923628,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,singin,1,0,3,"2022-11-02 17:01:02",/signin.html,1499923628,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,store,1,0,4,"2022-11-02 17:01:03",/store.html,1499923628,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,basket,1,0,5,"2022-11-02 17:01:04",/basket.html,1499923628,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,yourinfo,1,0,6,"2022-11-02 17:01:05",/yourinfo.html,1499923628,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,payment,1,0,7,"2022-11-02 17:01:06",/payment.html,1499923628,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,revieworder,1,0,8,"2022-11-02 17:01:07",/revieworder.html,1499923628,9
0097563825178820508,1,1499923628,2,00975638251788205081499923628,0,ordercomplete,1,0,9,"2022-11-02 17:01:08",/ordercompleted.html,1499923628,9
0112712853580593351,1,1499960261,2,01127128535805933511499960261,0,Landing,1,0,1,"2022-11-02 17:01:00",/home,1499960261,8
0112712853580593351,1,1499960261,2,01127128535805933511499960261,0,singin,1,0,2,"2022-11-02 17:01:01",/signin.html,1499960261,8
0112712853580593351,1,1499960261,2,01127128535805933511499960261,0,store,1,0,3,"2022-11-02 17:01:02",/store.html,1499960261,8
0112712853580593351,1,1499960261,2,01127128535805933511499960261,0,basket,1,0,4,"2022-11-02 17:01:03",/basket.html,1499960261,8
0112712853580593351,1,1499960261,2,01127128535805933511499960261,0,yourinfo,1,0,5,"2022-11-02 17:01:04",/yourinfo.html,1499960261,8
0112712853580593351,1,1499960261,2,01127128535805933511499960261,0,payment,1,0,6,"2022-11-02 17:01:05",/payment.html,1499960261,8
0112712853580593351,1,1499960261,2,01127128535805933511499960261,0,revieworder,1,0,7,"2022-11-02 17:01:06",/revieworder.html,1499960261,8
0112712853580593351,1,1499960261,2,01127128535805933511499960261,0,ordercomplete,1,0,8,"2022-11-02 17:01:07",/ordercompleted.html,1499960261,8
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,Landing,1,0,1,"2022-11-02 17:01:00",/google+redesign/apparel/kids/kids+youth/quickview,1500311886,9
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,productbrowse,3,0,2,"2022-11-02 17:01:01",/google+redesign/apparel/headgear,1500311886,9
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,singin,1,0,3,"2022-11-02 17:01:02",/signin.html,1500311886,9
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,basket,2,0,4,"2022-11-02 17:01:03",/basket.html,1500311886,9
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,yourinfo,1,0,5,"2022-11-02 17:01:04",/yourinfo.html,1500311886,9
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,payment,1,0,6,"2022-11-02 17:01:05",/payment.html,1500311886,9
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,storepolicies,2,0,7,"2022-11-02 17:01:06",/store-policies/shipping-information/home,1500311886,9
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,revieworder,1,0,8,"2022-11-02 17:01:07",/revieworder.html,1500311886,9
0128830210468179660,1,1500311886,4,01288302104681796601500311886,0,ordercomplete,1,0,9,"2022-11-02 17:01:08",/ordercompleted.html,1500311886,9
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,Landing,1,0,1,"2022-11-02 17:01:00",/basket.html,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,store,2,0,2,"2022-11-02 17:01:01",/store.html,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,productbrowse,10,0,3,"2022-11-02 17:01:02",/google+redesign/apparel/mens,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,basket,3,0,4,"2022-11-02 17:01:03",/basket.html,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,singin,2,0,5,"2022-11-02 17:01:04",/signin.html,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,register,1,0,6,"2022-11-02 17:01:05",/registersuccess.html,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,yourinfo,1,0,7,"2022-11-02 17:01:06",/yourinfo.html,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,payment,1,0,8,"2022-11-02 17:01:07",/payment.html,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,revieworder,1,0,9,"2022-11-02 17:01:08",/revieworder.html,1499213904,10
0142116411233847758,1,1499213904,1,01421164112338477581499213904,1,ordercomplete,1,0,10,"2022-11-02 17:01:09",/ordercompleted.html,1499213904,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,Landing,1,0,1,"2022-11-02 17:01:00",/basket.html,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,store,1,0,2,"2022-11-02 17:01:01",/store.html,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,productbrowse,3,0,3,"2022-11-02 17:01:02",/google+redesign/apparel/womens/womens+outerwear,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,productpage,3,0,4,"2022-11-02 17:01:03",/google+redesign/apparel/women+s+google+quillted+insulated+vest+black.axd,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,basket,2,0,5,"2022-11-02 17:01:04",/basket.html,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,singin,1,0,6,"2022-11-02 17:01:05",/signin.html,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,yourinfo,1,0,7,"2022-11-02 17:01:06",/yourinfo.html,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,payment,1,0,8,"2022-11-02 17:01:07",/payment.html,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,revieworder,1,0,9,"2022-11-02 17:01:08",/revieworder.html,1500759640,10
0143782636543876435,1,1500759640,4,01437826365438764351500759640,0,ordercomplete,1,0,10,"2022-11-02 17:01:09",/ordercompleted.html,1500759640,10
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,Landing,2,0,1,"2022-11-02 17:01:00",/basket.html,1500079714,9
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,singin,2,0,2,"2022-11-02 17:01:01",/signin.html,1500079714,9
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,store,8,0,3,"2022-11-02 17:01:02",/store.html,1500079714,9
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,productbrowse,28,0,4,"2022-11-02 17:01:03",/google+redesign/apparel/kids/kids+youth,1500079714,9
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,basket,6,0,5,"2022-11-02 17:01:04",/basket.html,1500079714,9
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,yourinfo,6,0,6,"2022-11-02 17:01:05",/yourinfo.html,1500079714,9
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,payment,6,0,7,"2022-11-02 17:01:06",/payment.html,1500079714,9
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,revieworder,4,0,8,"2022-11-02 17:01:07",/revieworder.html,1500079714,9
0163532416839889055,2,1500079714,7,01635324168398890551500079714,0,ordercomplete,4,0,9,"2022-11-02 17:01:08",/ordercompleted.html,1500079714,9
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,Landing,1,0,1,"2022-11-02 17:01:00",/home,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,singin,1,0,2,"2022-11-02 17:01:01",/signin.html,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,home,1,0,3,"2022-11-02 17:01:02",/home,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,basket,2,0,4,"2022-11-02 17:01:03",/basket.html,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,productpage,1,0,5,"2022-11-02 17:01:04",/google+redesign/apparel/men+s+google+performance+1/4+zip+hb.axd,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,productbrowse,8,0,6,"2022-11-02 17:01:05",/google+redesign/apparel/mens,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,yourinfo,1,0,7,"2022-11-02 17:01:06",/yourinfo.html,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,payment,1,0,8,"2022-11-02 17:01:07",/payment.html,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,revieworder,1,0,9,"2022-11-02 17:01:08",/revieworder.html,1500491700,10
0169854884741652554,1,1500491700,4,01698548847416525541500491700,0,ordercomplete,1,0,10,"2022-11-02 17:01:09",/ordercompleted.html,1500491700,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,Landing,1,0,1,"2022-11-02 17:01:00",/home,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,productbrowse,2,0,2,"2022-11-02 17:01:01",/google+redesign/bags/backpacks/home,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,productpage,1,0,3,"2022-11-02 17:01:02",/google+redesign/bags/backpacks/google+alpine+style+backpack.axd,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,basket,3,0,4,"2022-11-02 17:01:03",/basket.html,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,singin,1,0,5,"2022-11-02 17:01:04",/signin.html,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,yourinfo,2,0,6,"2022-11-02 17:01:05",/yourinfo.html,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,payment,2,0,7,"2022-11-02 17:01:06",/payment.html,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,myaccount,1,0,8,"2022-11-02 17:01:07",/myaccount.html?mode=billingaddress,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,revieworder,1,0,9,"2022-11-02 17:01:08",/revieworder.html,1499730976,10
0183218035021860438,1,1499730976,5,01832180350218604381499730976,0,ordercomplete,1,0,10,"2022-11-02 17:01:09",/ordercompleted.html,1499730976,10
0193361951439999580,1,1499523509,1,01933619514399995801499523509,1,Landing,1,0,1,"2022-11-02 17:01:00",/google+redesign/apparel,1499523509,7
0193361951439999580,1,1499523509,1,01933619514399995801499523509,1,basket,1,0,2,"2022-11-02 17:01:01",/basket.html,1499523509,7
0193361951439999580,1,1499523509,1,01933619514399995801499523509,1,singin,1,0,3,"2022-11-02 17:01:02",/signin.html,1499523509,7
0193361951439999580,1,1499523509,1,01933619514399995801499523509,1,yourinfo,1,0,4,"2022-11-02 17:01:03",/yourinfo.html,1499523509,7
0193361951439999580,1,1499523509,1,01933619514399995801499523509,1,payment,1,0,5,"2022-11-02 17:01:04",/payment.html,1499523509,7
0193361951439999580,1,1499523509,1,01933619514399995801499523509,1,revieworder,1,0,6,"2022-11-02 17:01:05",/revieworder.html,1499523509,7
0193361951439999580,1,1499523509,1,01933619514399995801499523509,1,ordercomplete,1,0,7,"2022-11-02 17:01:06",/ordercompleted.html,1499523509,7
0214776722271775969,1,1500314051,8,02147767222717759691500314051,0,Landing,1,0,1,"2022-11-02 17:01:00",/home,1500314051,7
0214776722271775969,1,1500314051,8,02147767222717759691500314051,0,productbrowse,8,0,2,"2022-11-02 17:01:01",/google+redesign/office,1500314051,7
0214776722271775969,1,1500314051,8,02147767222717759691500314051,0,basket,2,0,3,"2022-11-02 17:01:02",/basket.html,1500314051,7
0214776722271775969,1,1500314051,8,02147767222717759691500314051,0,yourinfo,2,0,4,"2022-11-02 17:01:03",/yourinfo.html,1500314051,7
0214776722271775969,1,1500314051,8,02147767222717759691500314051,0,payment,2,0,5,"2022-11-02 17:01:04",/payment.html,1500314051,7
0214776722271775969,1,1500314051,8,02147767222717759691500314051,0,revieworder,1,0,6,"2022-11-02 17:01:05",/revieworder.html,1500314051,7
0214776722271775969,1,1500314051,8,02147767222717759691500314051,0,ordercomplete,1,0,7,"2022-11-02 17:01:06",/ordercompleted.html,1500314051,7
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,Landing,1,0,1,"2022-11-02 17:01:00",/home,1500177417,9
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,productbrowse,43,0,2,"2022-11-02 17:01:01",/google+redesign/apparel/mens/mens+outerwear,1500177417,9
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,productpage,11,0,3,"2022-11-02 17:01:02",/google+redesign/electronics/power/clip+compact+charger.axd,1500177417,9
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,basket,2,0,4,"2022-11-02 17:01:03",/basket.html,1500177417,9
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,yourinfo,2,0,5,"2022-11-02 17:01:04",/yourinfo.html,1500177417,9
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,payment,2,0,6,"2022-11-02 17:01:05",/payment.html,1500177417,9
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,revieworder,2,0,7,"2022-11-02 17:01:06",/revieworder.html,1500177417,9
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,NULL,1,0,8,"2022-11-02 17:01:07",/storeitem.html,1500177417,9
0236160742740831906,1,1500177417,1,02361607427408319061500177417,1,ordercomplete,1,0,9,"2022-11-02 17:01:08",/ordercompleted.html,1500177417,9
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,Landing,1,0,1,"2022-11-02 17:01:00",/home,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,productbrowse,4,0,2,"2022-11-02 17:01:01",/google+redesign/office/notebooks++journals,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,home,1,0,3,"2022-11-02 17:01:02",/home,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,productpage,1,0,4,"2022-11-02 17:01:03",/google+redesign/office/notebooks+journals/recycled+paper+journal+set.axd,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,basket,2,0,5,"2022-11-02 17:01:04",/basket.html,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,singin,1,0,6,"2022-11-02 17:01:05",/signin.html,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,yourinfo,1,0,7,"2022-11-02 17:01:06",/yourinfo.html,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,payment,1,0,8,"2022-11-02 17:01:07",/payment.html,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,revieworder,1,0,9,"2022-11-02 17:01:08",/revieworder.html,1500930585,10
0249659095832018179,1,1500930585,1,02496590958320181791500930585,1,ordercomplete,1,0,10,"2022-11-02 17:01:09",/ordercompleted.html,1500930585,10
0280589015308186459,1,1501529668,3,02805890153081864591501529668,0,Landing,1,0,1,"2022-11-02 17:01:00",/home,1501529668,12
0280589015308186459,1,1501529668,3,02805890153081864591501529668,0,productpage,15,0,2,"2022-11-02 17:01:01",/google+redesign/bags/totes/google+travels+slim+utility+travel+bag.axd,1501529668,12
0280589015308186459,1,1501529668,3,02805890153081864591501529668,0,basket,5,0,3,"2022-11-02 17:01:02",/basket.html,1501529668,12
0280589015308186459,1,1501529668,3,02805890153081864591501529668,0,productbrowse,6,0,4,"2022-11-02 17:01:03",/google+redesign/apparel/kids/kids+youth,1501529668,12
