fullvisitorId,total_visitor_transactions,visitId,visitNumber,uniqueid,newCustomer,featureSummary,eventName,transactions,exited,eventNumberDetailed,eventTimeStamp,eventNameDetailed,pagePath,completedVisitId,firstCompleteEvent
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,shopbycategory,productbrowse,1,0,10,"2022-11-02 16:59:05"," productbrowseshopbycategory",/google+redesign/bags/water+bottles+and+tumblers,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,quickview,productbrowse,1,0,11,"2022-11-02 16:59:06"," productbrowsequickview",/google+redesign/bags/water+bottles+and+tumblers/quickview,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,shopbybrand,productbrowse,1,0,12,"2022-11-02 16:59:07"," productbrowseshopbybrand",/google+redesign/shop+by+brand/google,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,store,1,0,13,"2022-11-02 16:59:08"," store",/store.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,shopbycategory,productpage,1,0,14,"2022-11-02 16:59:09"," productpageshopbycategory",/google+redesign/apparel/men+s+t+shirts/google+toddler+short+sleeve+tee+red.axd,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,store,1,0,15,"2022-11-02 16:59:10"," store",/store.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,shopbycategory,productbrowse,1,0,16,"2022-11-02 16:59:11"," productbrowseshopbycategory",/google+redesign/bags/water+bottles+and+tumblers,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,shopbycategory,productbrowse,1,0,17,"2022-11-02 16:59:12"," productbrowseshopbycategory",/google+redesign/electronics/power,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,store,1,0,18,"2022-11-02 16:59:13"," store",/store.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,"store quickview",store,1,0,19,"2022-11-02 16:59:14"," storestore quickview",/store.html/quickview,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,shopbycategory,productpage,1,0,20,"2022-11-02 16:59:15"," productpageshopbycategory",/google+redesign/electronics/power/google+tube+power+bank.axd,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,basket,1,0,21,"2022-11-02 16:59:16"," basket",/basket.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,yourinfo,1,0,22,"2022-11-02 16:59:17"," yourinfo",/yourinfo.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,payment,1,0,23,"2022-11-02 16:59:18"," payment",/payment.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,basket,1,0,24,"2022-11-02 16:59:19"," basket",/basket.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,yourinfo,1,0,25,"2022-11-02 16:59:20"," yourinfo",/yourinfo.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,payment,1,0,26,"2022-11-02 16:59:21"," payment",/payment.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,revieworder,1,0,27,"2022-11-02 16:59:22"," revieworder",/revieworder.html,1501549997,28
0010295111715775250,1,1501549997,3,00102951117157752501501549997,0,NULL,ordercomplete,1,0,28,"2022-11-02 16:59:23"," ordercomplete",/ordercompleted.html,1501549997,28
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,Landing,2,0,1,"2022-11-02 16:58:56"," Landing",/home,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,shopbycategory,productbrowse,2,0,2,"2022-11-02 16:58:57"," productbrowseshopbycategory",/google+redesign/apparel/mens/mens+t+shirts,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,store,2,0,3,"2022-11-02 16:58:58"," store",/store.html,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,"store quickview",store,2,0,4,"2022-11-02 16:58:59"," storestore quickview",/store.html/quickview,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,shopbycategory,productbrowse,2,0,5,"2022-11-02 16:59:00"," productbrowseshopbycategory",/google+redesign/apparel/womens/womens+outerwear,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,quickview,productbrowse,2,0,6,"2022-11-02 16:59:01"," productbrowsequickview",/google+redesign/apparel/womens/womens+outerwear/quickview,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,basket,2,0,7,"2022-11-02 16:59:02"," basket",/basket.html,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,yourinfo,2,0,8,"2022-11-02 16:59:03"," yourinfo",/yourinfo.html,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,payment,2,0,9,"2022-11-02 16:59:04"," payment",/payment.html,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,yourinfo,2,0,10,"2022-11-02 16:59:05"," yourinfo",/yourinfo.html,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,payment,2,0,11,"2022-11-02 16:59:06"," payment",/payment.html,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,revieworder,2,0,12,"2022-11-02 16:59:07"," revieworder",/revieworder.html,1499123682,13
0014262055593378383,3,1499123682,4,00142620555933783831499123682,0,NULL,ordercomplete,2,0,13,"2022-11-02 16:59:08"," ordercomplete",/ordercompleted.html,1499123682,13
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,shopbycategory,Landing,1,0,1,"2022-11-02 16:58:56"," Landingshopbycategory",/google+redesign/drinkware/mugs+and+cups,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,shopbycategory,productbrowse,1,0,2,"2022-11-02 16:58:57"," productbrowseshopbycategory",/google+redesign/accessories/fun,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,quickview,productbrowse,1,0,3,"2022-11-02 16:58:58"," productbrowsequickview",/google+redesign/accessories/fun/quickview,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,shopbycategory,productbrowse,1,0,4,"2022-11-02 16:58:59"," productbrowseshopbycategory",/google+redesign/accessories/housewares,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,search,1,0,5,"2022-11-02 16:59:00"," search",/asearch.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,"search quickview",search,1,0,6,"2022-11-02 16:59:01"," searchsearch quickview",/asearch.html/quickview,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,shopbycategory,productpage,1,0,7,"2022-11-02 16:59:02"," productpageshopbycategory",/google+redesign/bags/totes/google+travels+slim+utility+travel+bag.axd,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,shopbycategory,productbrowse,1,0,8,"2022-11-02 16:59:03"," productbrowseshopbycategory",/google+redesign/bags/shopping+and+totes,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,shopbycategory,productbrowse,1,0,9,"2022-11-02 16:59:04"," productbrowseshopbycategory",/google+redesign/accessories/housewares,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,quickview,productbrowse,1,0,10,"2022-11-02 16:59:05"," productbrowsequickview",/google+redesign/accessories/housewares/quickview,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,basket,1,0,11,"2022-11-02 16:59:06"," basket",/basket.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,singin,1,0,12,"2022-11-02 16:59:07"," singin",/signin.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,basket,1,0,13,"2022-11-02 16:59:08"," basket",/basket.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,singin,1,0,14,"2022-11-02 16:59:09"," singin",/signin.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,basket,1,0,15,"2022-11-02 16:59:10"," basket",/basket.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,yourinfo,1,0,16,"2022-11-02 16:59:11"," yourinfo",/yourinfo.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,payment,1,0,17,"2022-11-02 16:59:12"," payment",/payment.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,revieworder,1,0,18,"2022-11-02 16:59:13"," revieworder",/revieworder.html,1500139462,19
0014262055593378383,3,1500139462,6,00142620555933783831500139462,0,NULL,ordercomplete,1,0,19,"2022-11-02 16:59:14"," ordercomplete",/ordercompleted.html,1500139462,19
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,NULL,Landing,2,0,1,"2022-11-02 16:58:56"," Landing",/home,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,NULL,basket,2,0,2,"2022-11-02 16:58:57"," basket",/basket.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,NULL,singin,2,0,3,"2022-11-02 16:58:58"," singin",/signin.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,NULL,yourinfo,2,0,4,"2022-11-02 16:58:59"," yourinfo",/yourinfo.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,NULL,payment,2,0,5,"2022-11-02 16:59:00"," payment",/payment.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,NULL,revieworder,2,0,6,"2022-11-02 16:59:01"," revieworder",/revieworder.html,1500744389,7
0024932550342595467,2,1500744389,2,00249325503425954671500744389,0,NULL,ordercomplete,2,0,7,"2022-11-02 16:59:02"," ordercomplete",/ordercompleted.html,1500744389,7
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,Landing,1,0,1,"2022-11-02 16:58:56"," Landing",/home,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,shopbycategory,productbrowse,1,0,2,"2022-11-02 16:58:57"," productbrowseshopbycategory",/google+redesign/apparel/womens/womens+t+shirts,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,shopbybrand,productbrowse,1,0,3,"2022-11-02 16:58:58"," productbrowseshopbybrand",/google+redesign/shop+by+brand/youtube,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,quickview,productbrowse,1,0,4,"2022-11-02 16:58:59"," productbrowsequickview",/google+redesign/shop+by+brand/youtube/quickview,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,basket,1,0,5,"2022-11-02 16:59:00"," basket",/basket.html,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,shopbycategory,productbrowse,1,0,6,"2022-11-02 16:59:01"," productbrowseshopbycategory",/google+redesign/office/writing+instruments,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,quickview,productbrowse,1,0,7,"2022-11-02 16:59:02"," productbrowsequickview",/google+redesign/office/writing+instruments/quickview,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,basket,1,0,8,"2022-11-02 16:59:03"," basket",/basket.html,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,singin,1,0,9,"2022-11-02 16:59:04"," singin",/signin.html,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,basket,1,0,10,"2022-11-02 16:59:05"," basket",/basket.html,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,yourinfo,1,0,11,"2022-11-02 16:59:06"," yourinfo",/yourinfo.html,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,payment,1,0,12,"2022-11-02 16:59:07"," payment",/payment.html,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,revieworder,1,0,13,"2022-11-02 16:59:08"," revieworder",/revieworder.html,1501541991,14
0047078955120420928,1,1501541991,1,00470789551204209281501541991,1,NULL,ordercomplete,1,0,14,"2022-11-02 16:59:09"," ordercomplete",/ordercompleted.html,1501541991,14
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,Landing,1,0,1,"2022-11-02 16:58:56"," Landing",/home,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,2,"2022-11-02 16:58:57"," productbrowseshopbycategory",/google+redesign/bags/backpacks/home,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,quickview,productbrowse,1,0,3,"2022-11-02 16:58:58"," productbrowsequickview",/google+redesign/bags/backpacks//quickview,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productpage,1,0,4,"2022-11-02 16:58:59"," productpageshopbycategory",/google+redesign/bags/backpacks/google+laptop+backpack.axd,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,5,"2022-11-02 16:59:00"," productbrowseshopbycategory",/google+redesign/bags/backpacks/home,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,quickview,productbrowse,1,0,6,"2022-11-02 16:59:01"," productbrowsequickview",/google+redesign/bags/backpacks//quickview,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productpage,1,0,7,"2022-11-02 16:59:02"," productpageshopbycategory",/google+redesign/bags/backpacks/waterproof+backpack.axd,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,8,"2022-11-02 16:59:03"," productbrowseshopbycategory",/google+redesign/bags/backpacks/home,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,quickview,productbrowse,1,0,9,"2022-11-02 16:59:04"," productbrowsequickview",/google+redesign/bags/backpacks//quickview,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productpage,1,0,10,"2022-11-02 16:59:05"," productpageshopbycategory",/google+redesign/bags/backpacks/google+laptop+backpack.axd,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,11,"2022-11-02 16:59:06"," productbrowseshopbycategory",/google+redesign/bags/backpacks/home,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,quickview,productbrowse,1,0,12,"2022-11-02 16:59:07"," productbrowsequickview",/google+redesign/bags/backpacks//quickview,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productpage,1,0,13,"2022-11-02 16:59:08"," productpageshopbycategory",/google+redesign/bags/backpacks/waterproof+backpack.axd,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,14,"2022-11-02 16:59:09"," productbrowseshopbycategory",/google+redesign/bags/backpacks/home,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,quickview,productbrowse,1,0,15,"2022-11-02 16:59:10"," productbrowsequickview",/google+redesign/bags/backpacks//quickview,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productpage,1,0,16,"2022-11-02 16:59:11"," productpageshopbycategory",/google+redesign/bags/backpacks/google+laptop+backpack.axd,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,17,"2022-11-02 16:59:12"," productbrowseshopbycategory",/google+redesign/bags/backpacks/home,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,quickview,productbrowse,1,0,18,"2022-11-02 16:59:13"," productbrowsequickview",/google+redesign/bags/backpacks//quickview,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productpage,1,0,19,"2022-11-02 16:59:14"," productpageshopbycategory",/google+redesign/bags/backpacks/google+laptop+backpack.axd,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,20,"2022-11-02 16:59:15"," productbrowseshopbycategory",/google+redesign/bags/backpacks/home,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,quickview,productbrowse,1,0,21,"2022-11-02 16:59:16"," productbrowsequickview",/google+redesign/bags/backpacks//quickview,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productpage,1,0,22,"2022-11-02 16:59:17"," productpageshopbycategory",/google+redesign/bags/backpacks/waterproof+backpack.axd,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,basket,1,0,23,"2022-11-02 16:59:18"," basket",/basket.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,singin,1,0,24,"2022-11-02 16:59:19"," singin",/signin.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,register,1,0,25,"2022-11-02 16:59:20"," register",/registersuccess.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,store,1,0,26,"2022-11-02 16:59:21"," store",/store.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,basket,1,0,27,"2022-11-02 16:59:22"," basket",/basket.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,yourinfo,1,0,28,"2022-11-02 16:59:23"," yourinfo",/yourinfo.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,29,"2022-11-02 16:59:24"," productbrowseshopbycategory",/google+redesign/bags/water+bottles+and+tumblers,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,30,"2022-11-02 16:59:25"," productbrowseshopbycategory",/google+redesign/apparel/mens/mens+t+shirts,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,31,"2022-11-02 16:59:26"," productbrowseshopbycategory",/google+redesign/apparel/mens/mens+outerwear,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,quickview,productbrowse,1,0,32,"2022-11-02 16:59:27"," productbrowsequickview",/google+redesign/apparel/mens/mens+outerwear/quickview,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productpage,1,0,33,"2022-11-02 16:59:28"," productpageshopbycategory",/google+redesign/apparel/mens+outerwear/google+mens+zip+hoodie.axd,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,34,"2022-11-02 16:59:29"," productbrowseshopbycategory",/google+redesign/apparel/mens/mens+performance+wear,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,shopbycategory,productbrowse,1,0,35,"2022-11-02 16:59:30"," productbrowseshopbycategory",/google+redesign/apparel/mens/mens+t+shirts,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,basket,1,0,36,"2022-11-02 16:59:31"," basket",/basket.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,yourinfo,1,0,37,"2022-11-02 16:59:32"," yourinfo",/yourinfo.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,payment,1,0,38,"2022-11-02 16:59:33"," payment",/payment.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,revieworder,1,0,39,"2022-11-02 16:59:34"," revieworder",/revieworder.html,1501008172,40
0082806901961150595,1,1501008172,1,00828069019611505951501008172,1,NULL,ordercomplete,1,0,40,"2022-11-02 16:59:35"," ordercomplete",/ordercompleted.html,1501008172,40
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,NULL,Landing,1,0,1,"2022-11-02 16:58:56"," Landing",/home,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,shopbycategory,productbrowse,1,0,2,"2022-11-02 16:58:57"," productbrowseshopbycategory",/google+redesign/apparel/mens,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,shopbycategory,productbrowse,1,0,3,"2022-11-02 16:58:58"," productbrowseshopbycategory",/google+redesign/apparel/mens/mens+outerwear,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,shopbycategory,productpage,1,0,4,"2022-11-02 16:58:59"," productpageshopbycategory",/google+redesign/apparel/men+s+google+performance+dry+full+zip+jacket+black.axd,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,shopbycategory,productbrowse,1,0,5,"2022-11-02 16:59:00"," productbrowseshopbycategory",/google+redesign/apparel/mens/mens+outerwear,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,shopbycategory,productpage,1,0,6,"2022-11-02 16:59:01"," productpageshopbycategory",/google+redesign/apparel/google+men+s+google+softshell+jacket+bg.axd,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,shopbycategory,productbrowse,1,0,7,"2022-11-02 16:59:02"," productbrowseshopbycategory",/google+redesign/apparel/mens/mens+outerwear,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,NULL,basket,1,0,8,"2022-11-02 16:59:03"," basket",/basket.html,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,NULL,yourinfo,1,0,9,"2022-11-02 16:59:04"," yourinfo",/yourinfo.html,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,NULL,payment,1,0,10,"2022-11-02 16:59:05"," payment",/payment.html,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,NULL,revieworder,1,0,11,"2022-11-02 16:59:06"," revieworder",/revieworder.html,1499463211,12
0088657980877164102,1,1499463211,1,00886579808771641021499463211,1,NULL,ordercomplete,1,0,12,"2022-11-02 16:59:07"," ordercomplete",/ordercompleted.html,1499463211,12
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,NULL,Landing,1,0,1,"2022-11-02 16:58:56"," Landing",/home,1501245017,13
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,shopbycategory,productbrowse,1,0,2,"2022-11-02 16:58:57"," productbrowseshopbycategory",/google+redesign/bags/shopping+and+totes,1501245017,13
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,quickview,productbrowse,1,0,3,"2022-11-02 16:58:58"," productbrowsequickview",/google+redesign/bags/shopping+and+totes/quickview,1501245017,13
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,shopbycategory,productpage,1,0,4,"2022-11-02 16:58:59"," productpageshopbycategory",/google+redesign/bags/totes/collapsible+shopping+bag.axd,1501245017,13
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,shopbycategory,productbrowse,1,0,5,"2022-11-02 16:59:00"," productbrowseshopbycategory",/google+redesign/office/writing+instruments,1501245017,13
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,shopbycategory,productbrowse,1,0,6,"2022-11-02 16:59:01"," productbrowseshopbycategory",/google+redesign/office,1501245017,13
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,shopbycategory,productpage,1,0,7,"2022-11-02 16:59:02"," productpageshopbycategory",/google+redesign/office/writing/ballpoint+stylus+pen.axd,1501245017,13
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,NULL,basket,1,0,8,"2022-11-02 16:59:03"," basket",/basket.html,1501245017,13
0097371986665596420,1,1501245017,11,00973719866655964201501245017,0,NULL,singin,1,0,9,"2022-11-02 16:59:04"," singin",/signin.html,1501245017,13
